rok;kandidatni_strana;poradove_cislo;jmeno;vek;navrhujici_strana;politika_prislusnost;pocet_hlasu_abs;pocet_hlasu_perc;poradi_zvol_nahradnika;mandat
2002;"NEZÁVISLÍ";19;"Zieglerová Romana MUDr. ";41;"NEZ";"BEZPP";1003;3.00;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";16;"Kovář Jan Ing. arch.";53;"NK";"BEZPP";5609;2.68;8;""
2010;"Občanská demokratická strana";14;"Těžký Lukáš";24;"ODS";"ODS";4074;2.50;8;""
2014;"Naše Pardubice, FairPlay,NK";8;"Prokeš Martin MUDr.";46;"NK";"BEZPP";688;2.75;"";""
2002;"Občanská demokratická strana";13;"Smetanová Jana Mgr. ";42;"ODS";"ODS";9065;2.67;13;*
2006;"Zelená pro Pardubice";10;"Nápravník Martin Mgr.";41;"NEZ";"BEZPP";2139;2.77;8;""
2006;"Zelená pro Pardubice";17;"Černík Jan";33;"SZ";"BEZPP";1740;2.26;14;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";17;"Rejda Jan";41;"ČSR";"BEZPP";1547;2.49;14;""
2014;"NEZÁVISLÍ";32;"Straková Saša";59;"NEZ";"BEZPP";164;1.96;"";""
2010;"Koalice pro Pardubice";38;"Češík Jiří";48;"KDU-ČSL";"KDU-ČSL";811;1.78;"";""
2018;"NAŠE PARDUBICE";20;"Dalecký Petr";21;"NK";"BEZPP";1149;2.39;"";""
2010;"PARDUBÁCI";27;"Nečasová Radka";31;"ČSR";"BEZPP";2477;2.29;22;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";2;"Košař Milan Ing. arch.";68;"ČSR";"BEZPP";2489;4.01;2;*
2002;"NEZÁVISLÍ";10;"Doležal Oldřich  ";37;"NEZ";"NEZ";785;2.34;"";""
2002;"Naděje";4;"Brendl František  ";26;"N";"N";999;3.35;"";""
2010;"Komunistická str.Čech a Moravy";30;"Moravec Jiří Ing.";55;"KSČM";"BEZPP";2559;2.48;26;""
2018;"PRO Zdraví a Sport";19;"Máslová Darja";47;"PRO Zdraví";"BEZPP";168;2.48;"";""
2018;"Sdružení pro Pardubice";16;"Kraus Eduard";56;"SNK ED";"SNK ED";1288;2.15;13;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";21;"Šeda Bohdan Mgr.";40;"ČSR";"BEZPP";1554;2.50;18;""
2006;"Česká str.sociálně demokrat.";11;"Tauberová Markéta Mgr.";29;"ČSSD";"ČSSD";4709;2.76;5;""
2010;"Koalice pro Pardubice";35;"Jirout Pavel Bc.";29;"Nestran.";"BEZPP";964;2.11;"";""
2018;"JAUNER Československo 2018";1;"Urban Luboš";37;"JAUNER";"JAUNER";78;100.00;"";""
2010;"Zelená pro Pardubice (SZ, NK)";20;"Varhaník Zdeněk JUDr.";54;"NK";"BEZPP";780;3.19;"";""
2018;"Pardubáci společně";4;"Košař Milan Ing. arch.";72;"VČ";"BEZPP";2964;3.40;3;*
2006;"Zelená pro Pardubice";38;"Macura Svatopluk";42;"NEZ";"BEZPP";1488;1.93;35;""
2010;"Komunistická str.Čech a Moravy";9;"Jirků Josef RSDr.";64;"KSČM";"KSČM";2708;2.62;5;""
2002;"Naděje";5;"Sodomková Klára Bc. ";24;"N";"N";1050;3.52;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";29;"Sýkora Josef Mgr.";72;"SPD";"BEZPP";950;2.51;"";""
2018;"Občanská demokratická strana";6;"Slanař Matěj";25;"ODS";"ODS";3828;2.70;7;*
2018;"Koalice pro Pardubice";33;"Španiel David Mgr. MBA";30;"TOP 09";"BEZPP";1498;2.14;30;""
2014;"ZEMANOVCI, Sdružení SPO, NK";13;"Valenta Aleš";52;"NK";"BEZPP";49;3.03;"";""
2014;"Svobodní, Strana svobod.občanů";6;"Rydval Petr";46;"Svobodní";"Svobodní";873;2.87;"";""
2018;"PRO Zdraví a Sport";26;"Červinka Radim";29;"PRO Zdraví";"BEZPP";131;1.93;"";""
2018;"ANO 2011";2;"Dvořáčková Helena Ing.";61;"ANO";"ANO";7123;2.75;3;*
2018;"Sdružení pro Pardubice";35;"Franc Jan Ing.";33;"NK";"BEZPP";1204;2.01;32;""
2014;"Pard. pro lidi a Souk SsČR,PPL";28;"Zemek Václav Ing.";30;"PPL";"PPL";644;2.32;"";""
2014;"Česká str.sociálně demokrat.";14;"Vitochová Marta Bc.";42;"ČSSD";"ČSSD";2782;2.64;8;""
2014;"TOP 09 a nezávislí";2;"Slezák Libor Ing. CSc.";61;"TOP 09";"TOP 09";1762;3.31;2;*
2014;"TOP 09 a nezávislí";24;"Nachtigall Petr Ing. Ph.D.";32;"NK";"BEZPP";1353;2.54;21;""
2010;"PARDUBÁCI";9;"Chovancová Gabriela";32;"ČSR";"BEZPP";3083;2.86;3;""
2018;"ANO 2011";36;"Hvižď Petr";32;"ANO";"ANO";6115;2.36;23;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";10;"Letošník David Mgr.";41;"ČSR";"BEZPP";1644;2.65;7;""
2014;"Strana zelených";34;"Sýkorová Libuše";66;"Zelení";"BEZPP";500;2.09;"";""
2006;"Česká str.sociálně demokrat.";21;"Rychtecký Jakub";22;"ČSSD";"ČSSD";4387;2.57;14;""
2014;"Strana zelených";13;"Tomášová Dana Ing.";33;"Zelení";"BEZPP";644;2.69;"";""
2006;"Komunistická str.Čech a Moravy";24;"Varga Michal Ing.";61;"KSČM";"KSČM";2788;2.49;20;""
2010;"Věci veřejné (VV)";6;"Bělina Petr Ing. Ph.D.";33;"VV";"BEZPP";1159;4.09;"";""
2010;"Strana Práv Občanů ZEMANOVCI";21;"Tauc Tomáš";38;"SPOZ";"SPOZ";398;2.22;"";""
2002;"NEZÁVISLÍ";34;"Dastlík Petr  ";49;"NEZ";"NEZ";599;1.79;"";""
2010;"Suverenita-blok J.Bobošíkové";2;"Stanislav Lubor";62;"Suveren.";"SDŽ";536;2.77;"";""
2014;"Občanská demokratická strana";28;"Šenk František Bc.";62;"ODS";"ODS";1771;2.35;24;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";27;"Englic Milan";48;"ČSR";"BEZPP";1412;2.27;24;""
2018;"Komunistická str.Čech a Moravy";6;"Fülle Radim";43;"KSČM";"KSČM";1322;2.64;4;""
2018;"Strana soukromníků ČR";7;"Novotný Petr Ing. Ph.D., MBA";54;"Soukromníci";"BEZPP";247;6.01;"";""
2010;"Suverenita-blok J.Bobošíkové";25;"Tobeš Petr";51;"Suveren.";"BEZPP";417;2.15;"";""
2002;"Komunistická str.Čech a Moravy";33;"Bartoš Karel  ";53;"KSČM";"KSČM";3607;2.47;26;""
2010;"Zelená pro Pardubice (SZ, NK)";8;"Reindl Václav";55;"NK";"BEZPP";604;2.47;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";14;"Peterková Monika";56;"KDU-ČSL";"BEZPP";1156;2.64;13;""
2010;"Občanská demokratická strana";15;"Stříteský Jiří Ing.";66;"ODS";"ODS";4237;2.60;9;""
2014;"Komunistická str.Čech a Moravy";3;"Fülle Radim";39;"KSČM";"KSČM";2010;2.68;3;*
2018;"NAŠE PARDUBICE";34;"Svoboda Mojmír";52;"FairPlay";"BEZPP";1032;2.15;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";15;"Hajda Jiří Ing.";62;"KDU-ČSL";"BEZPP";1097;2.51;14;""
2002;"Sdružení pro Pardubice";39;"Čapek Vítězslav  ";38;"NK";"BEZPP";2619;1.77;32;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";17;"Svoboda Miroslav";53;"Nestran.";"BEZPP";1079;2.07;17;""
2002;"Unie svobody-Demokratická unie";8;"Hurych Pavel Ing. ";61;"US-DEU";"US-DEU";1204;2.71;"";""
2018;"Komunistická str.Čech a Moravy";15;"Jeništová Marie";66;"KSČM";"KSČM";1259;2.51;13;""
2010;"Komunistická str.Čech a Moravy";4;"Fülle Radim";35;"KSČM";"KSČM";2759;2.67;4;*
2018;"Koalice pro Pardubice";30;"Parchanská Pavlína Bc.";38;"KDU-ČSL";"KDU-ČSL";1564;2.24;27;""
2006;"Občanská demokratická strana";21;"Moudrý Petr Ing.";49;"ODS";"ODS";9572;2.57;6;""
2010;"Občanská demokratická strana";11;"Mede Alfréd Ing.";52;"ODS";"ODS";4165;2.56;6;""
2010;"TOP 09 a nezávislí";4;"Bálský Ivo Ing.";56;"TOP 09";"TOP 09";2181;2.84;8;""
2002;"Křesť.demokr.unie-Čs.str.lid.";3;"Vejdělek Zdeněk Ing. ";52;"KDU-ČSL";"KDU-ČSL";1436;2.97;5;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";31;"Horská Vladislava";66;"SPD";"BEZPP";914;2.42;"";""
2010;"Česká str.sociálně demokrat.";1;"Tauber Jindřich Mgr.";35;"ČSSD";"ČSSD";6710;2.90;1;*
2010;"Občanská demokratická strana";12;"Kňava Jaroslav Lic.";55;"ODS";"ODS";4106;2.52;7;""
2010;"Koalice pro Pardubice";24;"Sýkora Tomáš MUDr.";55;"Nestran.";"BEZPP";1618;3.55;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";11;"Beňuš Vendelín";56;"KDU-ČSL";"KDU-ČSL";1113;2.14;13;""
2018;"ČSSD a nestran. pro Pardubice";35;"Blažejovská Soňa";58;"ČSSD";"ČSSD";1262;2.22;33;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";39;"Rathouský Pavel";62;"NK";"BEZPP";787;1.71;37;""
2018;"Občanská demokratická strana";23;"Tengl Radek Ing.";49;"ODS";"ODS";3591;2.53;16;""
2014;"ANO 2011";18;"Rejda Jiří  DiS.";33;"ANO";"BEZPP";4827;2.61;7;""
2006;"Zelená pro Pardubice";31;"Chaloupková Ivona JUDr.";52;"NEZ";"BEZPP";1939;2.51;28;""
2010;"SDRUŽENÍ PRO PARDUBICE";23;"Dosoudilová Drtinová Dana";46;"NK";"BEZPP";4913;2.34;15;""
2018;"Pardubice pro lidi";14;"Vich Milan Ing.";57;"PPL";"PPL";1023;2.53;"";""
2014;"Komunistická str.Čech a Moravy";34;"Rejl Josef JUDr.";66;"KSČM";"KSČM";1847;2.46;30;""
2006;"Komunistická str.Čech a Moravy";29;"Jeřábková Květuše";42;"KSČM";"KSČM";2823;2.52;25;""
2010;"TOP 09 a nezávislí";35;"Chocholatý Grögr Franz";66;"TOP 09";"BEZPP";1519;1.98;32;""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";23;"Motyčková Edita";26;"ALTER";"BEZPP";351;2.57;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";23;"Šimeček Jan";31;"KDU-ČSL";"BEZPP";1199;2.30;22;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";3;"Němec Vítězslav Bc.";29;"SPD";"SPD";1080;2.86;"";""
2018;"NAŠE PARDUBICE";26;"Lazaridis Jannis Mgr.";34;"NK";"BEZPP";1161;2.42;"";""
2006;"Komunistická str.Čech a Moravy";30;"Škuliga Pavol Ing.";36;"KSČM";"BEZPP";2804;2.50;26;""
2014;"Pard. pro lidi a Souk SsČR,PPL";5;"Zitko Zdeněk Mgr.";48;"Soukromníci";"Soukromníci";850;3.07;"";""
2018;"ČSSD a nestran. pro Pardubice";27;"Kučera Rostislav";47;"ČSSD";"ČSSD";1348;2.37;25;""
2018;"Občanská demokratická strana";11;"Hašková Kateřina Ing.";40;"ODS";"ODS";3747;2.64;5;""
2010;"Věci veřejné (VV)";21;"Sláma Bohumír Bc.";28;"VV";"VV";665;2.34;"";""
2006;"Česká str.sociálně demokrat.";1;"Ascherl Jiří Ing.";60;"ČSSD";"ČSSD";5028;2.95;1;*
2010;"Zelená pro Pardubice (SZ, NK)";6;"Škvrňáková Lada";39;"SZ";"SZ";652;2.66;"";""
2006;"Komunistická str.Čech a Moravy";15;"Zedník Milan";37;"KSČM";"BEZPP";2908;2.59;11;""
2002;"NEZÁVISLÍ";18;"Folberger Pavel Ing. ";31;"NEZ";"BEZPP";634;1.89;"";""
2010;"Strana Práv Občanů ZEMANOVCI";1;"Morávek Jacek Mgr.";36;"SPOZ";"SPOZ";944;5.27;"";""
2018;"Česká pirátská strana";11;"Vavrečková Anna Gudrun";27;"Piráti";"Piráti";2877;2.63;6;""
2006;"Sdružení pro Pardubice";2;"Petráň Miroslav Ing. arch.";55;"SNK ED";"SNK ED";6209;3.32;3;*
2002;"Naděje";12;"Nešetřilová Martina  ";24;"N";"BEZPP";760;2.54;"";""
2010;"Česká str.sociálně demokrat.";32;"Efler David";38;"ČSSD";"ČSSD";5677;2.45;21;""
2014;"Pard. pro lidi a Souk SsČR,PPL";38;"Hostinský Marcel";42;"PPL";"PPL";602;2.17;"";""
2010;"Občanská demokratická strana";32;"Prázný Aleš PhDr. Ph.D.";36;"ODS";"ODS";4422;2.72;25;""
2002;"Česká str.sociálně demokrat.";4;"Rozinek Jiří Ing. ";49;"ČSSD";"ČSSD";4986;3.13;2;*
2014;"Svobodní, Strana svobod.občanů";17;"Flieger Jaroslav";32;"Svobodní";"Svobodní";744;2.44;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";26;"Živný René";36;"NK";"BEZPP";5030;2.40;18;""
2018;"Komunistická str.Čech a Moravy";3;"Kovařík Otakar Bc.";33;"KSČM";"KSČM";1432;2.86;2;""
2018;"Pardubice pro lidi";35;"Zemek Václav Ing.";34;"PPL";"PPL";897;2.22;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";10;"Martinec Vladimír";64;"NK";"BEZPP";2996;3.68;2;*
2014;"Strana zelených";5;"Horváthová Lucie Mgr.";33;"Zelení";"Zelení";853;3.57;"";""
2014;"TOP 09 a nezávislí";28;"Šenkýř Martin";44;"NK";"BEZPP";1280;2.40;25;""
2018;"Pardubáci společně";36;"Junek Miloslav MUDr.";66;"VČ";"BEZPP";1870;2.14;32;""
2014;"Občanská demokratická strana";35;"Steinke Ondřej  DiS.";26;"ODS";"ODS";1616;2.14;31;""
2018;"NAŠE PARDUBICE";9;"Antoš Stanislav Ing.";59;"NK";"BEZPP";1164;2.42;"";""
2010;"Občanská demokratická strana";20;"Srbek Jiří";62;"ODS";"ODS";4636;2.85;5;*
2018;"Pardubáci společně";27;"Šimková Blanka JUDr.";68;"VČ";"BEZPP";2008;2.30;23;""
2002;"NEZÁVISLÍ";5;"Kyncl Zdeněk Ing. ";45;"NEZ";"BEZPP";1052;3.14;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";11;"Junek Miloslav MUDr.";62;"ČSR";"BEZPP";1629;2.62;8;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";17;"Horáková Iva";46;"SPD";"BEZPP";982;2.60;"";""
2002;"Unie svobody-Demokratická unie";18;"Mach Radomír  ";49;"US-DEU";"US-DEU";1015;2.28;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";18;"Ludvíková Jiřina Mgr.";41;"NK";"BEZPP";1725;2.78;15;""
2010;"Občanská demokratická strana";6;"Zlesáková Zuzana Ing.";47;"ODS";"ODS";4388;2.70;4;""
2018;"ČSSD a nestran. pro Pardubice";38;"Freiberk Vlastimil";70;"ČSSD";"ČSSD";1205;2.12;36;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";2;"Peřinová Drahomíra MUDr.";61;"Nestran.";"BEZPP";1524;3.48;1;""
2014;"Naše Pardubice, FairPlay,NK";28;"Kafková Blanka Mgr.";52;"NK";"BEZPP";615;2.45;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";10;"Valenta Stanislav";52;"KDU-ČSL";"KDU-ČSL";1184;2.27;12;""
2014;"Strana zelených";17;"Tomášová Kateřina Mgr.";32;"Zelení";"BEZPP";629;2.63;"";""
2018;"ČSSD a nestran. pro Pardubice";17;"Jelínková Marcela";58;"ČSSD";"ČSSD";1404;2.47;15;""
2018;"Komunistická str.Čech a Moravy";18;"Dostálová Milena";63;"KSČM";"BEZPP";1255;2.50;16;""
2018;"Občanská demokratická strana";22;"Krejčíř Alexandr Ing.";58;"ODS";"ODS";3665;2.58;15;""
2014;"Svobodní, Strana svobod.občanů";11;"Smejkal Martin";32;"Svobodní";"Svobodní";766;2.52;"";""
2010;"Koalice pro Pardubice";3;"Bednář Josef Ing.";51;"KDU-ČSL";"KDU-ČSL";1439;3.16;"";""
2014;"Občanská demokratická strana";37;"Růžička Vladimír Mgr.";70;"ODS";"ODS";1537;2.04;33;""
2002;"Česká str.sociálně demokrat.";10;"Zelenková Ladislava Mgr. ";53;"ČSSD";"ČSSD";4302;2.70;4;""
2014;"NEZÁVISLÍ";38;"Čeněk Jindřich";42;"NEZ";"BEZPP";155;1.85;"";""
2018;"Koalice pro Pardubice";3;"Ulrych Vít MUDr.";45;"KDU-ČSL";"KDU-ČSL";2302;3.30;1;""
2006;"Občanská demokratická strana";13;"Klimpl Petr Ing.";51;"ODS";"ODS";10071;2.70;13;*
2002;"Pravý Blok";2;"Svoboda Pavel  ";34;"PB";"BEZPP";260;25.14;"";""
2014;"Občanská demokratická strana";33;"Zídka Václav";32;"ODS";"ODS";1704;2.26;29;""
2018;"ANO 2011";24;"Drenko Michal Bc.";39;"ANO";"ANO";6560;2.53;11;""
2002;"Unie svobody-Demokratická unie";31;"Groh Zdeněk Ing. ";66;"US-DEU";"US-DEU";877;1.97;"";""
2014;"DOMOV";8;"Urbánek Robert Bc.";35;"BPI";"BEZPP";171;2.53;"";""
2018;"Komunistická str.Čech a Moravy";7;"Šťastná Zdenka JUDr.";64;"KSČM";"KSČM";1330;2.65;5;""
2006;"Komunistická str.Čech a Moravy";22;"Lederer Rudolf";67;"KSČM";"KSČM";2772;2.47;18;""
2006;"Zelená pro Pardubice";36;"Valenta Jiří";19;"NEZ";"BEZPP";1575;2.04;33;""
2010;"SDRUŽENÍ PRO PARDUBICE";19;"Jirout Josef";38;"NK";"BEZPP";5090;2.43;11;""
2018;"PRO Zdraví a Sport";12;"Štefánek Pavel";51;"PRO Zdraví";"ODA";130;1.92;"";""
2010;"Věci veřejné (VV)";24;"Dvorský Jaroslav";35;"VV";"BEZPP";697;2.46;"";""
2018;"ANO 2011";18;"Kutílková Lenka";62;"ANO";"ANO";6618;2.55;5;""
2014;"NEZÁVISLÍ";25;"Ráliš Václav Ing.";57;"NEZ";"BEZPP";289;3.46;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";32;"Beran Martin";23;"KDU-ČSL";"BEZPP";1226;2.35;30;""
2002;"Sdružení pro Pardubice";16;"Král Jaroslav  ";59;"SOS";"SOS";3490;2.36;9;""
2010;"Koalice pro Pardubice";20;"Krátká Růžena Mgr.";40;"KDU-ČSL";"BEZPP";997;2.19;"";""
2010;"Suverenita-blok J.Bobošíkové";3;"Valenta Miloslav PaedDr.";51;"Suveren.";"NEZ";688;3.55;"";""
2002;"Sdružení pro Pardubice";9;"Cihlo Jaroslav Ing. ";53;"NK";"BEZPP";3995;2.71;2;""
2018;"PRO Zdraví a Sport";25;"Nováková Hana";39;"PRO Zdraví";"BEZPP";126;1.86;"";""
2010;"Suverenita-blok J.Bobošíkové";31;"Matys Josef";63;"Suveren.";"BEZPP";443;2.29;"";""
2014;"NEZÁVISLÍ";16;"Hofmanová Jitka Ing.";36;"NEZ";"BEZPP";276;3.30;"";""
2002;"Česká str.sociálně demokrat.";8;"Váňa Miroslav Ing. ";41;"ČSSD";"ČSSD";4898;3.08;4;*
2010;"PARDUBÁCI";35;"Laurynová Věra Ing.";59;"ČSR";"BEZPP";2326;2.15;30;""
2014;"Úsvit přímé demokracie";23;"Fadrhoncová Edita";45;"Úsvit";"BEZPP";289;2.28;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";31;"Kreml Michal";35;"NK";"BEZPP";1784;2.19;27;""
2014;"Pard. pro lidi a Souk SsČR,PPL";35;"Rousek Lukáš Bc.";27;"PPL";"PPL";638;2.30;"";""
2010;"Strana Práv Občanů ZEMANOVCI";38;"Nepivoda Jiří";78;"SPOZ";"SPOZ";316;1.76;"";""
2010;"Česká str.sociálně demokrat.";24;"Súkeníková Radka";41;"ČSSD";"ČSSD";5833;2.52;13;""
2010;"Suverenita-blok J.Bobošíkové";27;"Dastlík Petr";57;"Suveren.";"BEZPP";448;2.31;"";""
2018;"Pardubáci společně";17;"Hlaváčová Lucie  DiS.";39;"VČ";"BEZPP";2091;2.40;13;""
2018;"Občanská demokratická strana";39;"Tichý Ondřej";26;"ODS";"ODS";2796;1.97;32;""
2010;"Koalice pro Pardubice";33;"Rolc Martin";37;"KDU-ČSL";"BEZPP";850;1.86;"";""
2010;"PARDUBÁCI";24;"Stehnová Kateřina";30;"ČSR";"ČSR";2501;2.32;19;""
2014;"Občanská demokratická strana";9;"Prázný Aleš PhDr. Ph.D.";40;"ODS";"ODS";2050;2.72;7;""
2002;"Komunistická str.Čech a Moravy";2;"Polanský Josef Ing. ";55;"KSČM";"KSČM";4038;2.76;3;*
2006;"Zelená pro Pardubice";22;"Michal Zdeněk";72;"NEZ";"NEZ";1587;2.06;19;""
2002;"Česká str.sociálně demokrat.";2;"Ascherl Jiří Ing. ";56;"ČSSD";"ČSSD";4872;3.06;5;*
2010;"Zelená pro Pardubice (SZ, NK)";31;"Běhounková Zdeňka";61;"NK";"BEZPP";419;1.71;"";""
2014;"ANO 2011";16;"Hejný Radek Mgr. Bc.";48;"ANO";"BEZPP";5153;2.78;5;""
2014;"ZEMANOVCI, Sdružení SPO, NK";6;"Hrubeš Petr";41;"NK";"BEZPP";62;3.84;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";22;"Pospíchalová Miroslava";64;"SPD";"SPD";963;2.55;"";""
2010;"Suverenita-blok J.Bobošíkové";18;"Bičík Vlastimil";39;"Suveren.";"BEZPP";598;3.09;"";""
2002;"Naděje";21;"Stehno Petr  ";52;"N";"BEZPP";874;2.93;"";""
2018;"ANO 2011";23;"Šťastný Filip";31;"ANO";"ANO";6561;2.53;10;""
2018;"NAŠE PARDUBICE";4;"Těšitel Jan Mgr.";60;"FairPlay";"BEZPP";1438;3.00;"";""
2010;"Koalice pro Pardubice";31;"Valachová Martina";20;"Nestran.";"BEZPP";871;1.91;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";28;"Řeháček Vladimír";42;"Nestran.";"BEZPP";1094;2.10;27;""
2014;"Úsvit přímé demokracie";12;"Hladíková Karolína  DiS.";23;"Úsvit";"BEZPP";305;2.40;"";""
2018;"Strana soukromníků ČR";6;"Horváthová Michaela Bc.";27;"Soukromníci";"BEZPP";113;2.75;"";""
2010;"Zelená pro Pardubice (SZ, NK)";19;"Hypšová Kristýna Bc.";27;"SZ";"SZ";553;2.26;"";""
2002;"Komunistická str.Čech a Moravy";17;"Remeš Rudolf Ing. ";63;"KSČM";"BEZPP";3703;2.53;10;""
2014;"Svobodní, Strana svobod.občanů";26;"Horáková Lucie";22;"Svobodní";"BEZPP";742;2.44;"";""
2014;"Strana zelených";30;"Nykl Pavel";58;"Zelení";"BEZPP";527;2.20;"";""
2014;"ANO 2011";29;"Ježková Daniela Ing.";39;"ANO";"BEZPP";4623;2.50;18;""
2014;"ANO 2011";2;"Dvořáčková Helena Ing.";57;"ANO";"ANO";5198;2.81;5;*
2002;"Sdružení pro Pardubice";15;"Rubeš Miroslav Ing. CSc.";57;"SNK ED";"BEZPP";3861;2.61;8;""
2014;"Česká str.sociálně demokrat.";37;"Hanuš Miroslav";68;"ČSSD";"ČSSD";2310;2.19;31;""
2010;"Strana Práv Občanů ZEMANOVCI";12;"Veselka Stanislav";57;"SPOZ";"SPOZ";399;2.23;"";""
2006;"Sdružení pro Pardubice";3;"Koláček Michal Ing.";42;"SNK ED";"SNK ED";5835;3.12;4;*
2018;"Česká pirátská strana";18;"Weisbauer Vojtěch Bc.";26;"Piráti";"Zelení";2802;2.56;13;""
2002;"Sdružení pro Pardubice";18;"Vávra Jaroslav Ing. ";56;"SOS";"BEZPP";3690;2.50;11;""
2014;"TOP 09 a nezávislí";13;"Slezák Martin Ing. Mgr.";32;"TOP 09";"TOP 09";1570;2.95;5;""
2014;"Naše Pardubice, FairPlay,NK";38;"Kysilka Martin";21;"NK";"BEZPP";466;1.86;"";""
2010;"Suverenita-blok J.Bobošíkové";20;"Rosůlková Libuše";63;"Suveren.";"BEZPP";428;2.21;"";""
2002;"Komunistická str.Čech a Moravy";19;"Chaloupka František  ";55;"KSČM";"KSČM";3705;2.53;12;""
2006;"Občanská demokratická strana";4;"Stříteský Jiří Ing.";62;"ODS";"ODS";10273;2.76;4;*
2014;"Komunistická str.Čech a Moravy";4;"Kovařík Otakar Bc.";29;"KSČM";"KSČM";2033;2.71;4;*
2018;"Pardubice pro lidi";11;"Vašina Martin Ing.";40;"PPL";"BEZPP";1058;2.61;"";""
2002;"Česká str.sociálně demokrat.";36;"Šidák Milan  ";27;"ČSSD";"BEZPP";3498;2.20;29;""
2018;"Pardubáci společně";34;"Jelinková Klára Mgr.";47;"PATRIOTI";"BEZPP";1989;2.28;30;""
2006;"Sdružení pro Pardubice";31;"Menšík Jaroslav Ing. arch.";55;"NK";"BEZPP";4499;2.40;23;""
2010;"PARDUBÁCI";33;"Vysypalová Daniela";26;"ČSR";"BEZPP";2348;2.17;28;""
2002;"Naděje";13;"Topolský Pavel  ";29;"N";"BEZPP";803;2.69;"";""
2006;"NEZ.DEMOKRATÉ(předs.V.Železný)";1;"Kyncl Zdeněk Ing.";49;"NEZ/DEM";"NEZ/DEM";298;18.22;"";""
2010;"Občanská demokratická strana";3;"Matějek Jan";37;"ODS";"ODS";4227;2.60;1;""
2014;"Pard. pro lidi a Souk SsČR,PPL";2;"Čeliš Vítězslav";43;"Soukromníci";"Soukromníci";795;2.87;"";""
2018;"ČSSD a nestran. pro Pardubice";11;"Haken Dalibor Ing.";60;"ČSSD";"ČSSD";1440;2.53;9;""
2002;"Křesť.demokr.unie-Čs.str.lid.";23;"Rajman Jiří MVDr. ";70;"KDU-ČSL";"BEZPP";1280;2.65;21;""
2014;"Pard. pro lidi a Souk SsČR,PPL";20;"Rais František";57;"PPL";"PPL";686;2.48;"";""
2014;"Strana zelených";7;"Soukupová Dana Ing.";58;"Zelení";"BEZPP";716;3.00;"";""
2006;"Komunistická str.Čech a Moravy";8;"Studnička Pavel";53;"KSČM";"KSČM";3149;2.81;4;""
2010;"TOP 09 a nezávislí";2;"Jelínková Ivana";46;"TOP 09";"TOP 09";2425;3.16;2;""
2018;"Sdružení pro Pardubice";24;"Razskazov Jiří";61;"NK";"BEZPP";1592;2.66;21;""
2014;"ZEMANOVCI, Sdružení SPO, NK";7;"Kováč Ladislav";52;"NK";"BEZPP";55;3.41;"";""
2006;"Občanská demokratická strana";16;"Mareš Miroslav Ing.";40;"ODS";"ODS";9736;2.61;1;""
2018;"ANO 2011";29;"Suková Alena Ing.";60;"ANO";"ANO";6469;2.49;16;""
2014;"Komunistická str.Čech a Moravy";11;"Jedlička Jan Ing.";63;"KSČM";"BEZPP";1962;2.61;7;""
2014;"Sdružení pro Pard. - SNK ED,NK";1;"Fraňková Štěpánka MUDr.";49;"SNK ED";"SNK ED";3243;3.98;1;*
2018;"Pardubáci společně";15;"Bubák Oldřich Ing. MBA";64;"PATRIOTI";"BEZPP";2360;2.71;11;""
2014;"TOP 09 a nezávislí";38;"Španielová Soňa Ing. et Ing. MBA";51;"NK";"BEZPP";1067;2.00;35;""
2006;"Sdružení pro Pardubice";1;"Skalický Jiří PharmDr.";52;"SNK ED";"BEZPP";6452;3.45;2;*
2010;"Věci veřejné (VV)";2;"Málková Martina";22;"VV";"VV";894;3.15;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";5;"Živný René";40;"SNK ED";"SNK ED";2381;2.92;4;""
